1451	2000	124	105.1096358
1368	2001	112	93.58259302
1267	2001	99	80.5217759
1190	1996	90	71.42716505
1081	1997	77	59.26312057
966	1997	65	47.74604801
923	1998	61	43.74001053
842	1996	55	36.83442968
687	1998	43	25.22063127
550	1997	35	17.04139419
493	1998	31	14.13495601
364	1999	25	8.793804172
188	2000	18	4.182758895
57	1998	15	2.84571003
23	2023	5	1.873838451
-9	2006	6	2.49055255
-37	1999	16	2.846454075
-144	2000	19	3.919267759
-279	2001	23	6.902987415
-424	2003	30	12.08823702
-529	2002	36	17.23375462
-637	2003	42	23.59400009
-777	2004	52	33.57179235
-903	2001	64	44.35523654
-1012	2004	74	54.75202533
-1124	2000	87	66.919046
-1203	2003	96	76.03865676
-1313	2002	111	89.95572086
-1396	2004	122	101.151862
-1432	2005	127	106.2158819
-1528	2003	141	120.5164268
-1630	2004	158	136.5999515
-1705	2006	170	149.039243
-1688	2007	167	146.1187176
-1775	2005	182	161.2556187
-1888	2005	202	181.9441867
-1938	2006	211	191.4668219
-2046	2006	232	212.9596034
-2135	2006	254	231.5409368
-2190	2006	266	243.416639
-2333	2004	299	275.7697493
-2437	2003	325	300.5573109
-2546	2002	353	327.6865805
-2658	2001	382	356.7894046
-2694	2002	391	366.3602539
-2795	2001	420	394.0361485
-2928	2001	458	431.97664
-3038	2002	490	464.6456222
-3171	2000	531	505.8649711
-3301	1997	573	547.8891784
-3412	1997	609	585.0046727
-3446	1997	620	596.6179255
-5350	2311	1427	1423.357674
-5194	2313	1349	1341.539907
-5071	2320	1285	1278.705505
-4951	2323	1223	1218.870745
-4711	2313	1110	1103.562619
-4579	2320	1051	1042.51705
-4451	2329	991	984.9681954
-4143	2305	859	853.3627063
-3922	2320	778	764.5640109
-3777	2307	725	709.0570634
-3677	2306	688	671.9501008
-3544	2307	638	624.1210033
-3497	2304	612	607.6590573
-3426	2303	593	583.1852347
-3339	2308	567	553.8398023
-3171	2312	511	499.3340418
-3030	2312	468	455.7682725
-2862	2316	417	406.4140811
-2744	2306	386	373.4929669
-2606	2308	349	336.6675012
-2468	2310	315	301.7317115
-2288	2305	272	259.0470899
-2183	2306	248	235.6087796
-2081	2307	216	213.8873779
-2007	2310	211	198.7616871
-1860	2309	184	170.3664497
-1682	2307	152	138.8574336
-1505	2305	123	110.6427016
-1359	2304	102	89.70492809
-1220	2305	84	71.7239398
-1078	2306	67	55.33436455
-974	2302	56	44.62924351
-829	2302	43	31.45989502
-687	2304	32	20.57183811
-579	2303	25	13.64601923
-434	2301	19	6.17159118
-256	2302	13	-0.174368625
-114	2303	11	-2.98413056
14	2367	-4	-4
100	2306	10	-3.448563449
243	2304	12	-1.20189477
422	2303	17	4.46028768
566	2303	23	11.3174064
711	2301	32	20.3136545
853	2298	43	31.15275325
960	2304	52	40.58739265
1101	2298	67	54.84552699
1244	2299	83	71.27374297
1423	2299	106	94.70525772
1599	2296	132	120.8639454
1778	2295	163	150.6065986
1922	2294	188	176.8422702
1988	2294	203	189.551154
2197	2293	245	232.6541769
2377	2299	286	273.201058
2520	2302	319	307.7181984
2665	2307	355	344.7785838
2797	2311	393	380.3352047
2844	2316	401	393.3944841
2908	2313	422	411.5814737
3049	2312	463	453.0544428
3225	2314	518	507.572108
3395	2307	574	563.1984499
3565	2306	631	621.6586112
3524	2304	609	607.3107946
3674	2313	669	660.6065891
3802	2307	717	707.92924
3937	2308	767	759.5593162
4071	2310	819	812.5892883
4243	2316	886	883.2509443
4399	2312	955	949.9276938
4568	2314	1030	1024.851785
4724	2312	1102	1096.547961
4864	2312	1165	1162.936617
5017	2308	1241	1237.736204
5181	2312	1322	1320.445437
5404	2320	1439	1437.180889
5584	2322	1539	1535.028561
5736	2323	1623	1620.161942
6022	2431	1790	1786.676236
6434	2597	2046	2043.081088
6758	2728	2246	2258.484943
6731	2920	2248	2249.161612
6577	2921	2145	2147.772436
6452	2924	2060	2067.326687
6285	2914	1962	1961.501514
6128	2913	1864	1864.996993
5943	2910	1755	1754.321688
5784	2908	1663	1661.945574
5655	2909	1591	1588.982736
5506	2906	1510	1506.539574
5362	2903	1434	1428.951305
5181	2899	1340	1334.334228
5043	2902	1269	1264.699205
4926	2897	1212	1206.741968
4902	2899	1201	1195.1807
4758	2898	1132	1126.328214
4618	2896	1068	1061.306617
4475	2897	1004	997.0590259
4380	2897	962	955.4636862
4207	2899	888	882.1215336
4143	2898	862	855.649851
3903	2896	768	760.0926477
3664	2897	679	670.7694502
3522	2905	628	620.7749833
3491	2899	618	609.7157465
3422	2900	595	586.2039245
3182	2903	516	508.0775626
2935	2902	441	433.422369
2688	2900	373	364.7668071
2439	2898	309	301.6827534
2190	2897	253	244.8024972
2119	2898	238	229.7782446
2102	2901	233	226.4009747
1938	2895	200	193.4477177
1818	2892	178	171.1006237
1683	2895	155	148.000705
1554	2893	134	127.3624344
1389	2890	111	103.3485309
1254	2898	92	86.25568428
1155	2894	81	74.35339483
1059	2894	70	63.94390766
879	2895	54	46.94272743
752	2894	44	36.79216792
543	2897	31	23.81443582
378	2900	23	16.66386576
220	2893	19	11.82891254
80	2892	18	9.887897543
-22	2895	18	9.89280824
-138	2891	19	10.76582104
-261	2896	20	13.63218
-402	2899	25	18.62293624
-546	2896	33	25.43645392
-689	2895	42	34.34277178
-856	2896	55	47.42546382
-1007	2899	69	61.74704039
-1134	2901	82	75.51658518
-1290	2895	101	94.1742576
-1400	2896	115	109.0569929
-1539	2900	136	129.7246285
-1682	2899	160	152.7177023
-1824	2905	184	177.9283279
-1970	2906	212	205.6608195
-2081	2906	236	228.1195202
-2102	2903	240	232.3459935
-2170	2904	255	246.9031347
-2318	2900	289	279.8438917
-2420	2899	313	303.9046701
-2536	2900	342	332.6351742
-2652	2905	372	362.913391
-2669	2900	377	367.1583165
-2798	2906	412	402.6386976
-2914	2900	446	435.3473126
-3026	2901	479	468.5556779
-3159	2900	521	509.4911489
-3299	2903	565	554.6917338
-3403	2902	600	589.3567407
-3488	2905	628	618.6886811
-3502	2905	633	623.5622751
-3646	2904	684	674.7659143
-3743	2903	719	710.399519
-3881	2900	773	762.6200197
-4002	2904	820	810.3138499
-4118	2901	868	857.0376437
-4266	2903	931	918.8983387
-4459	2902	1015	1002.641
-4624	2902	1089	1077.209934
-4713	2897	1131	1118.289155
-4803	2894	1173	1160.738856
-4886	2893	1212	1200.69199
-4908	2894	1220	1211.462636
-5027	2893	1279	1270.219572
-5181	2894	1357	1348.463196
-5325	2895	1431	1423.758119
-5442	2893	1493	1486.302889
-5584	2893	1570	1564.163131
-5705	2894	1637	1632.139578
-5862	2894	1726	1722.437623
-5996	2897	1804	1801.598803
-6107	2898	1871	1868.443905
-6246	2897	1956	1953.756005
-6374	2899	2036	2034.165842
-6534	2900	2137	2136.884974
-6693	2898	2241	2241.319973
-6719	2900	2257	2258.758801
-6734	2762	2261	2262.436913
-6694	2745	2244	2235.086761
-6017	2452	1810	1800.566366
-5710	2313	1631	1621.346064
-6723	3501	2302	2311.127019
-6724	3501	2302	2311.79542
-6428	3498	2112	2117.943176
-6223	3499	1982	1989.127558
-6008	3496	1854	1858.053217
-5762	3500	1710	1714.538842
-5530	3498	1582	1584.044856
-5348	3502	1484	1486.03786
-5163	3498	1391	1388.876545
-4980	3499	1299	1296.66308
-4880	3503	1253	1248.065632
-4731	3501	1183	1176.600061
-4553	3503	1101	1094.6065
-4376	3503	1022	1015.966449
-4014	3501	869	864.5852362
-3823	3502	793	790.1834148
-3643	3507	725	723.8371701
-3503	3502	677	673.4536669
-3486	3504	670	667.7619707
-3308	3505	609	607.641101
-3147	3509	558	556.3197043
-2963	3506	503	499.9590395
-2790	3505	452	450.2374884
-2599	3500	402	398.3526512
-2452	3539	356	365.7774682
-2218	3499	309	306.6758905
-2108	3500	285	283.0313805
-2072	3503	277	275.8547689
-1870	3499	236	235.6261406
-1644	3498	195	195.8070844
-1396	3494	157	157.6179331
-1224	3499	135	135.586215
-1011	3498	112	111.564375
-830	3498	95	94.78422569
-617	3495	80	78.86404364
-441	3494	70	69.27126986
-263	3494	64	62.80819737
-10	3494	60	59.03078011
203	3493	62	60.66232199
416	3495	68	67.13010676
576	3491	75	74.33404966
793	3491	89	88.76837385
952	3490	102	102.1986837
1104	3490	117	117.4891061
1296	3501	140	141.3109964
1489	3490	168	166.4733087
1667	3492	195	194.3144805
1865	3500	228	229.6246737
2024	3502	258	260.300905
2114	3494	279	277.7514388
2337	3496	326	326.9001249
2550	3496	379	378.237593
2750	3498	432	430.7632018
2936	3500	483	483.1894061
3127	3507	539	541.1552735
3320	3502	602	602.0425592
3502	3502	663	663.3770655
3536	3503	675	675.3120929
3781	3497	763	763.218976
4026	3496	857	857.6430484
4343	3497	989	988.910245
4540	3497	1076	1075.439454
4785	3497	1189	1188.423432
4908	3497	1244	1247.39123
4932	3499	1258	1259.296545
5201	3507	1391	1395.031236
5487	3510	1542	1546.598609
5751	3513	1689	1693.736335
6039	3517	1855	1862.219869
6280	3518	2003	2009.26459
6544	3522	2167	2177.288205
6726	3522	2289	2296.833617
6718	4127	2368	2378.988437
6719	4127	2368	2379.653564
6418	4120	2172	2182.709813
6170	4125	2014	2029.073201
5887	4117	1847	1858.822262
5517	4108	1639	1648.478806
5243	4100	1495	1501.239245
4999	4101	1369	1377.789829
4932	4104	1336	1345.394704
4905	4110	1322	1333.293408
4652	4107	1203	1213.190358
4383	4101	1085	1091.974168
4151	4099	987	993.7441566
3881	4097	881	886.2046542
3651	4099	794	800.9372956
3427	4109	713	724.3274462
3200	4099	642	648.3002833
2914	4102	555	562.4774207
2699	4108	495	503.9498985
2469	4106	437	444.963995
2234	4105	382	390.2964295
2134	4135	356	373.9859711
2103	4109	351	362.9870515
1824	4113	298	309.7199274
1556	4101	255	263.0883456
1267	4093	214	221.6482633
1017	4095	185	194.0148288
840	4092	169	177.4428633
519	4091	149	156.0788512
345	4097	143	149.891373
128	4096	140	144.9298825
15	4130	136	150.1745565
-6	4111	137	146.8891514
-157	4092	140	145.0503682
-369	4095	145	151.3899788
-587	4097	156	162.3734719
-832	4101	173	180.6457786
-1052	4105	194	202.199671
-1190	4101	210	217.0494203
-1416	4104	239	247.0938086
-1686	4106	281	289.358144
-1870	4105	314	321.8966703
-2084	4104	358	363.9933971
-2115	4105	363	370.6655959
-2375	4131	418	433.4497003
-2624	4113	484	492.4049987
-2863	4121	548	559.1748529
-3087	4102	617	622.3086089
-3334	4104	695	701.6658196
-3487	4100	747	752.9561649
-3508	4105	754	761.1326242
-3731	4105	836	841.5163194
-3950	4102	920	924.7428122
-4182	4099	1014	1018.131323
-4417	4106	1113	1119.898921
-4622	4106	1206	1212.097753
-4893	4105	1334	1340.206231
-4909	4098	1340	1346.803281
-5119	4101	1444	1452.068535
-5378	4103	1577	1587.629318
-5640	4102	1720	1731.010807
-5883	4101	1857	1870.069048
-6126	4104	2000	2015.673893
-6368	4100	2151	2165.298564
-6604	4100	2302	2317.480568
-6731	4106	2384	2402.695199
-6738	4539	2460	2491.382486
-6704	4530	2445	2466.730043
-6552	4534	2349	2367.432377
-6408	4547	2254	2277.46439
-6094	4552	2062	2083.38794
-5719	4551	1843	1862.915303
-5476	4559	1707	1729.375049
-5352	4562	1639	1663.255094
-5012	4552	1469	1485.821194
-4749	4550	1343	1357.684592
-4523	4556	1239	1254.730192
-4227	4558	1110	1126.281835
-3956	4558	1000	1015.906182
-3681	4555	896	910.6976235
-3489	4552	818	841.4947421
-3337	4553	777	790.0347546
-3096	4551	698	712.3643435
-2854	4552	626	640.8215893
-2629	4588	560	587.1829389
-2395	4551	507	520.4593146
-2183	4555	458	472.8908313
-1902	4547	398	413.828688
-1619	4550	349	364.6583253
-1372	4550	311	327.6697155
-1124	4550	279	296.6206184
-909	4549	257	274.424268
-623	4548	236	252.0769756
-371	4548	226	239.3020206
-87	4546	218	232.0230779
7	4579	215	238.7071318
55	4548	217	232.0329985
308	4549	222	236.4535187
524	4552	230	245.717623
737	4552	242	258.7448093
947	4555	259	276.6454903
1234	4556	289	307.512842
1412	4556	312	330.6280384
1626	4552	345	361.7114607
1874	4550	388	403.9890897
2099	4588	428	456.3191138
2193	4545	450	466.8180352
2439	4548	507	523.6462578
2616	4551	551	568.4315168
2862	4552	617	635.1509744
3107	4552	689	707.350373
3323	4561	757	777.8978926
3514	4586	821	847.8799875
3755	4550	911	926.5805537
3964	4554	989	1007.180419
4174	4558	1073	1092.527936
4441	4557	1187	1206.036862
4693	4548	1303	1317.910129
4920	4572	1405	1431.057498
5025	4557	1462	1479.43828
5384	4562	1644	1665.385245
5643	4568	1783	1807.999673
5988	4570	1981	2006.999122
6383	4571	2227	2249.056405
6536	4561	2322	2344.708002
6727	4562	2440	2470.31639
3467	5113	936	961.4591512
3267	5107	871	893.2988752
3093	5103	816	837.561373
2739	5103	713	735.6462556
2437	5098	637	657.1727719
2216	5108	585	609.1865817
2147	5105	571	593.5342558
2065	5111	552	578.1476036
1661	5100	480	501.0526865
1356	5095	437	454.4779496
1016	5104	398	417.3860663
589	5096	365	381.8154078
56	5100	349	366.586642
-43	5092	349	364.494437
-443	5102	361	377.4011376
-716	5097	377	392.1196374
